author,updated_at,like_count,text,public
@luizpalombini3425,2023-08-13T08:11:08Z,0,"Who is the protagonist in this movie?   It's a bit all over the place, and beyond the line when it was ""meant to be like this"".   Well, to be fair, knowing Hollywood,  it could be much worse also.  I give 2 stars out of 10.",True
@J_Stevens89,2023-08-13T00:18:44Z,0,"First one was better imo. The scene with all the Spider-people we basically seen all of it in the trailers, so they acrewed the pooch on that one.",True
@showingYOUtheworld,2023-08-12T06:43:52Z,1,"And how tf her father catches her just with a gun pointed at her ?
She is the spider women....time of reaction and reflexes a lot more faster than an average person  ?!!!
A lot more faster means two things mr. movie director:
1. Your total lack of imagination 
2. Her father can't do absolutely nothing.
He can fire and she will dodge every single bullet.
Just like she jumped through those helicopter rotor blades without a single scratch",True
@showingYOUtheworld,2023-08-12T06:35:32Z,2,"For my personal taste, too much political correctness in this 💩 Hollywood and that means only one thing for you:
No money from my pocket for you 😂😂😂
Just downloaded from a torrent 🤘",True
@abdulwahab512,2023-08-11T21:35:28Z,0,"Thank god their is a indian spider man in it otherwise after ms marvel indian are just so jealous of us
I am happy for you guys not in marvel cinematic universe but still in a animated movie good for you guys",True
@touheedgul6649,2023-08-11T15:03:34Z,1,One of the most awesome animation movie💯,True
@kessler1476,2023-08-10T22:44:22Z,0,If only Sony could get copyright rights for all next MCU movies instead of trashisney who ruined everything after endgame...,True
@tungiska,2023-08-10T21:50:41Z,0,"worst, i feel like the director chewed a few low-blow multiverse theories and craped on me eyes and ears",True
@gundomatumba191,2023-08-10T20:49:38Z,0,"The first one may have been a success back in '18 but this one was a masterpiece predecessor. The animations glitches, the new characters and the cinematography were off the charts. I can't wait to see Miles face his alternate universe version in the third film. ❤💙",True
@DRFunny-nh4mg,2023-08-10T18:02:34Z,0,5 fps movie. nice,True
@Ichigo-gp9vq,2023-08-10T16:32:49Z,6,Whats with all these racist comments ?,True
@CarloCruz-ce7op,2023-08-10T01:24:59Z,3,"stop making everyone black in the movies, why not create their own black hero. little mermaid is black, spiderman black, queen of Egypt is black. Everyone is black, im tired of this shit.",True
@amirali_gm,2023-08-09T23:02:53Z,0,best Animation in all time,True
@juniormichael354,2023-08-09T19:12:13Z,0,The secret to this movie being good is the soundtracks used,True
@dnyaneshwararbat4966,2023-08-09T18:02:08Z,0,What a movie...just unbelievable,True
@nocnygosc3537,2023-08-09T16:05:32Z,0,"WTF? This movie is named Spider-Man so why it's film not about Spider-Man, but about Miles Moralse? It should be called Miles Morales, but then no one would want to watch it...",True
@AbdulRameez-sb2ep,2023-08-09T13:01:47Z,1,Please don't sell ott Amazon prime  half screen i paid 1500 rs extra 400 please don't sell ott Amazon prime,True
